session_id,object_position,heading,target,value,time,view_point
1,564,90,270,0,16.5279999999984,0
1,751,45,0,0,12.0760000000009,0
1,684,180,270,0,23.1600000000035,0
1,528,0,135,0,18.0369999999966,0
1,147,225,180,0,12.8890000000029,0
1,783,90,45,0,9.34200000000419,0
1,513,315,45,0,10.9660000000003,0
1,537,45,225,0,7.15799999999581,0
1,216,270,135,0,6.47099999999773,0
1,302,315,270,0,7.85300000000279,0
1,382,180,270,0,3.99000000000524,0
1,583,135,45,0,9.54299999999785,0
1,534,45,270,0,4.13199999999779,0
1,236,90,135,0,5.9429999999993,0
1,406,45,90,0,10.9579999999987,0
1,548,270,135,0,18.3910000000033,0
1,471,135,45,0,11.0939999999973,0
1,507,0,225,0,8.99199999999837,0
1,140,225,45,0,9.81599999999889,0
1,371,225,270,0,6.8550000000032,0
1,743,315,45,0,9.70499999999447,0
1,170,180,45,0,3.68700000000536,0
1,128,90,135,0,10.7620000000024,0
1,518,315,135,0,9.82999999999447,0
1,518,315,135,0,11.3930000000037,0
1,107,45,180,0,15.2149999999965,0
1,023,180,135,0,8.05000000000291,0
1,654,270,270,0,16.3159999999989,0
1,570,225,0,0,4.39100000000326,0
1,157,135,180,0,7.22099999999773,0
1,543,270,45,0,4.34200000000419,0
1,253,180,90,0,9.9320000000007,0
1,231,90,270,0,11.9639999999999,0
1,632,0,315,0,7.68100000000413,0
1,317,270,225,0,5.34500000000116,0
1,185,135,135,0,10.6179999999949,0
1,206,0,135,0,5.19199999999546,0
1,578,225,135,0,11.0529999999999,0
1,781,90,0,0,21.8569999999963,0
1,581,135,315,0,13.5460000000021,0
1,567,90,225,0,9.79099999999744,0
1,305,315,225,0,5.79099999999744,0
1,410,45,45,0,10.9499999999971,0
1,024,180,225,0,6.10399999999936,0
1,715,0,45,0,4.00800000000163,0
1,148,225,135,0,5.72999999999593,0
1,104,45,225,0,22.5599999999977,0
1,213,270,90,0,11.377999999997,0
1,517,315,225,0,17.3530000000028,0
1,174,180,225,0,9.35700000000361,0
1,580,135,0,0,11.0299999999988,0
1,527,0,225,0,10.6370000000024,0
1,741,315,0,0,17.487000000001,0
1,574,225,270,0,4.0679999999993,0
1,510,315,0,0,11.7090000000026,0
1,534,45,270,0,13.0869999999995,0
1,683,180,0,0,35.3539999999994,0
1,107,45,180,0,17.099000000002,0
1,538,45,135,0,14.0949999999939,0
1,260,135,0,0,7.32700000000477,0
1,714,0,315,0,10.2309999999998,0
1,572,225,0,0,6.66599999999744,0
1,357,225,225,0,40.4049999999988,0
1,123,90,90,0,15.0570000000007,0
1,170,180,45,0,9.79999999999563,0
1,643,270,0,0,9.92199999999866,0
1,518,315,135,0,11.3930000000037,0
1,172,180,90,0,9.96500000000378,0
1,547,270,225,0,6.84100000000035,0
1,815,315,315,0,12.4230000000025,0
1,682,180,315,0,12.1739999999991,0
1,158,135,135,0,7.40999999999622,0
1,203,0,90,0,5.58499999999913,0
1,230,90,0,0,8.66400000000431,0
1,261,135,270,0,5.20700000000215,0
1,873,270,0,0,19.7929999999978,0
1,516,315,90,0,9.56999999999971,0
1,124,90,225,0,12.4660000000003,0
1,735,45,45,0,11.4660000000003,0
1,263,135,90,0,6.58399999999529,0
1,863,0,0,0,6.83200000000215,0
1,638,0,180,0,6.9030000000057,0
1,576,225,90,0,4.28100000000268,0
1,584,135,270,0,11.4649999999965,0
1,534,45,270,0,4.13199999999779,0
1,543,270,45,0,28.8709999999992,0
1,546,270,90,0,5.06199999999808,0
1,306,315,180,0,7.74199999999837,0
1,105,45,135,0,6.10900000000402,0
1,052,180,180,0,3.19399999999587,0
1,310,270,315,0,7.02900000000227,0
1,142,225,90,0,22.4599999999991,0
1,581,135,315,0,13.1660000000047,0
1,250,180,0,0,9.15299999999843,0
1,628,315,180,0,10.3199999999997,0
1,561,90,315,0,9.291999999994,0
1,634,0,270,0,16.6880000000019,0
1,031,135,225,0,6.24799999999959,0
1,014,225,225,0,11,0
1,718,0,90,0,29.0339999999997,0
1,465,90,90,0,7.84599999999773,0
1,107,45,180,0,15.2149999999965,0
1,318,270,180,0,10.9379999999946,0
1,851,315,315,0,26.9350000000049,0
1,731,45,0,0,12.8940000000002,0
1,380,180,315,0,12.0360000000001,0
1,531,45,315,0,18.8739999999962,0
1,376,225,180,0,22.5200000000041,0
